Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2025-07-21,132,NIMB,Nepal Investment Mega Bank Limited,230.5,234,228,231.21,352670,81351548.2,230.46,295,201,2025-07-21T14:59:53.533463,231.5,957,230.67,78908.72
2,2025-07-21,134,HBL,Himalayan Bank Limited,245,255,241.1,248.1,244277,60855163.2,244.55,312.1,210,2025-07-21T14:59:33.354772,246,659,249.12,53730.06
3,2025-07-21,137,EBL,Everest Bank Limited,722,750,722,745.19,283558,209983681,735.33,790,567,2025-07-21T14:59:53.280355,750,690,740.53,96462.57
4,2025-07-21,139,NICA,NIC Asia Bank Ltd.,404.5,412,400.3,410.35,314794,127967454.2,405.83,573,333,2025-07-21T14:59:59.825519,412,1165,406.51,61214.24
5,2025-07-21,140,MBL,Machhapuchhre Bank Limited,255,261,253.1,258.52,246725,63481567.9,257.81,295,208.6,2025-07-21T14:59:31.418194,260,520,257.29,30043.53
6,2025-07-21,142,KBL,Kumari Bank Limited,218,221,215.2,219.33,530961,115676892.6,217.19,272.9,185.5,2025-07-21T14:59:59.79679,220.3,1217,217.86,57521.18
7,2025-07-21,145,SBL,Siddhartha Bank Limited,376.4,390,376.4,385.01,276819,106512641.8,380.29,408,261,2025-07-21T14:59:58.327787,387,625,384.77,54247.83
8,2025-07-21,148,TRH,Taragaon Regency Hotel Limited,996.9,1005,990,1002.19,11218,11193692.9,988.98,1538,898,2025-07-21T14:59:58.613504,1000,134,997.83,19664.17
9,2025-07-21,152,NHPC,National Hydro Power Company Limited,221.5,224,217.5,220.12,128466,28268244.8,221.48,290,176,2025-07-21T14:59:39.658748,222,410,220.04,5429.12
10,2025-07-21,154,CHCL,Chilime Hydropower Company Limited,544,550,540,546.26,113277,61793550.3,544.03,697,469.7,2025-07-21T14:59:49.312463,547.5,526,545.5,47974.72
11,2025-07-21,155,STC,Salt Trading Corporation,5550.5,5681,5430,5547.44,5393,29765732.9,5461.36,7000,4905.1,2025-07-21T14:59:26.729084,5575,152,5519.32,17791.59
12,2025-07-21,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,780,810,769,804.6,59793,47491187.6,780.11,930.2,650,2025-07-21T14:59:59.822816,810,428,794.25,21016.79
13,2025-07-21,172,NABBC,Narayani Development Bank Limited,1720,1720,1629,1633,13837,23109169.1,1690,2060,530,2025-07-21T14:59:29.942938,1633,101,1670.09,4286.1
14,2025-07-21,176,NICL,Nepal Insurance Co. Ltd.,662,676,662,669.89,25092,16795122.8,674.69,1162,570,2025-07-21T14:59:12.669356,670.1,241,669.34,17072.65
15,2025-07-21,178,NLICL,National Life Insurance Co. Ltd.,666,678,653,661.59,33083,21940918.2,665.38,776.1,551,2025-07-21T14:59:40.276173,661.6,177,663.2,36207.1
16,2025-07-21,179,HEI,Himalayan Everest Insurance Limited,620,630,613,626.37,29066,18035122.9,624.02,810,547.4,2025-07-21T14:59:54.968161,628,182,620.48,15660.24
17,2025-07-21,182,SPIL,Siddhartha Premier Insurance Limited,854.9,894.5,840,853.64,22027,18747957.6,843.7,1076,778,2025-07-21T14:59:04.626226,856,138,851.13,23957.83
18,2025-07-21,184,PRIN,Prabhu Insurance Ltd.,822.1,837.9,822,828.15,29515,24515172,828.25,1113,806,2025-07-21T14:59:45.263987,831.5,218,830.6,14086.47
19,2025-07-21,185,SALICO,Sagarmatha Lumbini Insurance Co. Limited,753,753,738,747.55,12936,9623059.2,743.95,926,650,2025-07-21T14:59:22.56647,752,87,743.89,19605.53
20,2025-07-21,192,SICL,Shikhar Insurance Co. Ltd.,800,804.9,786,795.97,40028,31975345.5,799.8,1120,708.7,2025-07-21T14:59:23.183065,796.1,225,798.82,23266.99
21,2025-07-21,194,NFS,Nepal Finance Ltd.,746,747,710,724.33,57341,41516344,732.64,2614.9,576,2025-07-21T14:59:58.972326,730,683,724.02,6076.72
