Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2026-03-03,131,NABIL,Nabil Bank Limited,508.9,508.9,497,504,53465,26848394.6,499,562,471,2026-03-03T14:59:54.934076,504,480,502.16,136367.27
2,2026-03-03,134,HBL,Himalayan Bank Limited,195.2,197.6,188,196.1,96785,18887076.2,191.4,261,184,2026-03-03T14:59:59.067157,196.1,1000,195.14,44282.64
3,2026-03-03,135,SBI,Nepal SBI Bank Limited,409.8,409.9,404,409,7799,3184387.4,408.5,452,363,2026-03-03T14:59:57.954575,409,63,408.3,46360.66
4,2026-03-03,141,LSL,Laxmi Sunrise Bank Limited,214.2,214.2,210,214,91404,19444644.7,210,252,201,2026-03-03T14:59:41.601868,214,207,212.73,57311.69
5,2026-03-03,142,KBL,Kumari Bank Limited,193,204.9,190.1,199.8,796857,158006519.8,191.8,233.5,175.5,2026-03-03T14:59:58.919556,199.8,1837,198.28,52399.27
6,2026-03-03,149,OHL,Oriental Hotels Limited,707,715,700,715,2290,1628924.5,709.7,1100,633.1,2026-03-03T14:59:58.094451,715,25,711.32,8469.14
7,2026-03-03,156,BBC,Bishal Bazar Company Limited,4581.4,4748.9,4581.4,4621,1051,4912041,4668,6661.6,4480,2026-03-03T14:59:56.272673,4621,81,4673.68,185302.1
8,2026-03-03,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,675,703.8,675,692,11561,8027119,668,854.4,650,2026-03-03T14:59:36.057298,692,88,694.32,18979.37
9,2026-03-03,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,920,937.9,920,937.9,24899,22991960.3,920,1144.8,821.5,2026-03-03T14:58:45.104928,937.9,200,923.4,33926.32
10,2026-03-03,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,845,860,845,859,20521,17496724.9,843,1010,759,2026-03-03T14:58:23.026101,859,120,852.62,17653.43
11,2026-03-03,171,SANIMA,Sanima Bank Limited,340,341,335,341,53698,18182155,335,391,294.3,2026-03-03T14:59:53.322031,341,220,338.6,46313
12,2026-03-03,184,PRIN,Prabhu Insurance Ltd.,730.9,730.9,716.3,730,20636,14976143.3,719,1088.8,630,2026-03-03T14:59:53.350099,730,135,725.72,12416.98
13,2026-03-03,185,SALICO,Sagarmatha Lumbini Insurance Co. Limited,596,605.9,596,600,10768,6469419.3,596,775,570.1,2026-03-03T14:58:55.871939,600,44,600.8,15735.83
14,2026-03-03,188,LICN,Life Insurance Corporation (Nepal) Limited,820,850,820,837,7272,6079710.1,836,1320,773,2026-03-03T14:59:51.225803,837,65,836.04,46035
15,2026-03-03,195,BNL,Bottlers Nepal (Balaju) Limited,15200,15350,15200,15350,30,457500,15200,22500,14635.8,2026-03-03T14:07:11.410177,15350,2,15250,29915.42
16,2026-03-03,219,UNL,Unilever Nepal Limited,46300,46300,46300,46300,5,231819,46300,50724,45000,2026-03-03T11:54:42.343666,46300,5,46363.8,42628.41
17,2026-03-03,227,BFC,Best Finance Company Ltd.,475,480,470,478.9,15485,7377116.4,470.9,660.5,411.5,2026-03-03T14:59:26.996639,478.9,86,476.4,4264.24
18,2026-03-03,236,PFL,Pokhara Finance Ltd.,384,388.3,384,388,10264,3971352.5,384,501,352.8,2026-03-03T14:59:43.259574,388,103,386.92,4200.32
19,2026-03-03,238,NMB,NMB Bank Limited,243.5,243.5,235.4,241.9,31533,7592467.4,238.8,283,231,2026-03-03T14:59:52.820212,241.9,150,240.77,46650.51
20,2026-03-03,245,CFCL,Central Finance Co. Ltd.,530,541.7,530,538,18628,10017366,537,653,445.1,2026-03-03T14:59:58.396992,538,115,537.75,5104.95
21,2026-03-03,255,PRVU,Prabhu  Bank Limited,190.5,195,184,194,390743,74610874.9,186.8,250.9,179.9,2026-03-03T14:59:58.397271,194,885,190.94,45672.43
22,2026-03-03,256,SFCL,Samriddhi Finance Company Limited,391,398.8,391,394.8,22195,8751406,391,614,359.4,2026-03-03T14:59:46.060988,394.8,135,394.29,3233.06
23,2026-03-03,263,GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,457,475.5,457,474,7118,3366053.1,465.5,573,393.1,2026-03-03T14:59:13.50211,474,59,472.89,4797.71
24,2026-03-03,268,SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,749.7,749.7,733.1,746.9,7517,5568564.6,735,1046.5,718,2026-03-03T14:59:16.351255,746.9,61,740.79,13070.76
25,2026-03-03,274,EDBL,Excel Development Bank Ltd.,583,596.9,581.1,596.9,14574,8570199.4,584,740,545,2026-03-03T14:59:24.930082,596.9,67,588.04,7459.43
26,2026-03-03,338,PROFL,Progressive Finance Limited,469,471,462,471,10579,4929512.3,463,630.3,421.4,2026-03-03T14:59:45.143544,471,88,465.97,4032.26
27,2026-03-03,341,GBIME,Global IME Bank Limited,232.5,232.5,221.5,231,118156,27244851.3,228,278.9,210.7,2026-03-03T14:59:38.172456,231,419,230.58,88047.62
28,2026-03-03,348,CZBIL,Citizens Bank International Limited,189.5,200,189.5,199,122507,24217396,193.3,240.1,183,2026-03-03T14:59:55.381454,199,398,197.68,30859.85
29,2026-03-03,132,NIMB,Nepal Investment Mega Bank Limited,194.8,195,189.3,194.9,169998,32860161.2,191,247,184.2,2026-03-03T14:59:51.216181,194.9,465,193.29,66516.63
30,2026-03-03,133,SCB,Standard Chartered Bank Limited,647.2,652,642.1,650,9794,6356859.7,647.2,701,594.9,2026-03-03T14:59:25.783834,650,88,649.05,65275.39
31,2026-03-03,137,EBL,Everest Bank Limited,680,680,671,679,28577,19349946.8,673.9,780.6,594,2026-03-03T14:59:51.070883,679,218,677.11,93168.14
32,2026-03-03,139,NICA,NIC Asia Bank Ltd.,336,338,327.5,334.9,55876,18709202.9,329.5,428.4,304.5,2026-03-03T14:59:43.828863,334.9,301,334.83,49958.93
33,2026-03-03,140,MBL,Machhapuchhre Bank Limited,237.2,237.2,230,236.2,154788,36331731.9,232.6,272.1,205,2026-03-03T14:59:51.894262,236.2,232,234.71,28547.63
34,2026-03-03,145,SBL,Siddhartha Bank Limited,389.4,389.4,381.8,386.4,90817,34818531.7,381.8,416,261,2026-03-03T14:59:50.955471,386.4,140,383.39,57165.87
35,2026-03-03,147,SHL,Soaltee Hotel Limited,496,505,495,501.8,19351,9677405.6,496,619,464,2026-03-03T14:59:40.034309,501.8,67,500.09,58968.63
36,2026-03-03,148,TRH,Taragaon Regency Hotel Limited,777,777,754,769.7,753,578195,763,1161.7,681.1,2026-03-03T14:59:38.809735,769.7,12,767.85,15102.44
37,2026-03-03,152,NHPC,National Hydro Power Company Limited,220,227.4,219,226.6,261553,58951672.4,222.1,248.5,178.6,2026-03-03T14:59:59.456345,226.6,534,225.39,5588.95
38,2026-03-03,153,BPCL,Butwal Power Company Limited,700.9,734,700.9,733,68318,49652445.1,715,1065,380.7,2026-03-03T14:59:59.892863,733,265,726.78,24988.44
39,2026-03-03,154,CHCL,Chilime Hydropower Company Limited,478.3,481,468.8,479.9,39111,18705269.5,469,599.6,456,2026-03-03T14:59:56.569975,479.9,248,478.26,45518.46
40,2026-03-03,155,STC,Salt Trading Corporation,6098.9,6134.8,6003.1,6090,2323,14102420.6,6070,6134.8,4832,2026-03-03T14:59:47.200534,6090,74,6070.77,19531.67
41,2026-03-03,172,NABBC,Narayani Development Bank Limited,1372.7,1440,1372.7,1425.9,12739,17818791.6,1399,2060,662,2026-03-03T14:59:56.884505,1425.9,73,1398.75,7485.05
42,2026-03-03,176,NICL,Nepal Insurance Co. Ltd.,493.6,502,490,501.9,17306,8638660.8,494.1,1034.9,483,2026-03-03T14:59:49.346014,501.9,155,499.17,12791.3
43,2026-03-03,177,RBCL,Rastriya Beema Company Limited,15001,15200,15001,15198.9,158,2397088,15105,16900,14251,2026-03-03T14:59:56.183605,15198.9,14,15171.44,40525.81
44,2026-03-03,178,NLICL,National Life Insurance Co. Ltd.,599.7,599.7,581.3,590,11928,7054629,588,738,539,2026-03-03T14:59:42.450253,590,48,591.43,33580.73
45,2026-03-03,179,HEI,Himalayan Everest Insurance Limited,508,525,507.4,522.7,6019,3122395.7,517.7,680,458,2026-03-03T14:59:55.502473,522.7,33,518.75,13068.32
46,2026-03-03,180,UAIL,United Ajod Insurance Limited,439,446.8,438,446.8,18019,7982998.7,439.5,767,422.1,2026-03-03T14:59:59.845972,446.8,184,443.03,11353.19
47,2026-03-03,182,SPIL,Siddhartha Premier Insurance Limited,690,711,690,710,3514,2478880.8,701,975,625,2026-03-03T14:58:12.029827,710,31,705.42,19926.5
48,2026-03-03,183,NIL,Neco Insurance Limited,615,623.9,615,623,5219,3232071.4,616.6,819,562,2026-03-03T14:59:45.084415,623,51,619.28,17271.29
49,2026-03-03,186,IGI,IGI Prudential insurance Limited,436.4,436.4,427.7,434.9,15814,6820805.6,427.9,650,392,2026-03-03T14:59:58.911866,434.9,99,431.31,13174.58
50,2026-03-03,187,NLIC,Nepal Life Insurance Co. Ltd.,790.5,790.5,770,781,27741,21631432.1,775,890,702,2026-03-03T14:59:32.517821,781,199,779.76,74040.37
51,2026-03-03,192,SICL,Shikhar Insurance Co. Ltd.,639.9,640,630,639,11303,7203420.7,630,891,588.8,2026-03-03T14:58:04.856158,639,88,637.3,19799.32
52,2026-03-03,194,NFS,Nepal Finance Ltd.,630.1,649,630.1,644,11221,7188637.8,637.9,851,576,2026-03-03T14:59:55.039113,644,123,640.64,5402.8
53,2026-03-03,204,GUFL,Gurkhas Finance Ltd.,556,569,552,569,21678,12174419.3,554,669.1,460.6,2026-03-03T14:59:56.191244,569,146,561.6,4938.88
54,2026-03-03,210,CIT,Citizen Investment Trust,1789.6,1805,1778,1803,8293,14896261.5,1789.5,2168,1730.8,2026-03-03T14:59:56.364636,1803,202,1796.24,122708.54
55,2026-03-03,213,BNT,Bottlers Nepal (Terai) Limited,11650,11799.9,11600,11799.9,255,2967349,11780,14382,10660,2026-03-03T14:51:37.438153,11799.9,15,11636.66,14277.88
56,2026-03-03,232,GFCL,Goodwill Finance Limited,658,674.6,650,674.6,20087,13363420.2,658,780,528.3,2026-03-03T14:59:27.355051,674.6,176,665.27,6382.49
57,2026-03-03,358,LBBL,Lumbini Bikas Bank Ltd.,469,484.8,469,484.8,44008,21132504.9,474.9,646.3,376.5,2026-03-03T14:59:59.871202,484.8,201,480.19,17567.59
58,2026-03-03,371,MDB,Miteri Development Bank Limited,632.8,666,629,666,55988,36078657.9,632.8,729.7,530.5,2026-03-03T14:59:57.506667,666,195,644.39,8105.89
59,2026-03-03,385,ALICL,Asian Life Insurance Co. Limited,446,454.5,445.3,452,33671,15191675.1,448,815,430,2026-03-03T14:59:59.770762,452,184,451.17,23735.5
60,2026-03-03,396,NMLBBL,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,620,625.7,618,625.7,12295,7663150.7,620,807,600,2026-03-03T14:59:54.627556,625.7,91,623.27,8745.81
61,2026-03-03,397,ADBL,Agricultural Development Bank Limited,308.6,308.6,297.1,305,47965,14601174.9,302.6,344.9,272.3,2026-03-03T14:59:38.345625,305,209,304.41,43631.83
62,2026-03-03,417,GBBL,Garima Bikas Bank Limited,406.8,415,402,408,34297,14060051.1,407,498,367.4,2026-03-03T14:59:54.277001,408,180,409.94,24567.1
63,2026-03-03,450,CORBL,Corporate Development Bank Limited,1550.7,1605,1550.7,1592,7702,12205809.6,1556.7,2800,1431,2026-03-03T14:59:58.083808,1592,149,1584.75,8358
64,2026-03-03,459,KSBBL,Kamana Sewa Bikas Bank Limited,462,475.9,461.1,468,27792,13091200.9,462,588,404.1,2026-03-03T14:59:59.548342,468,157,471.04,18073.84
65,2026-03-03,469,NIMBPO,Nepal Investment Mega Bank Ltd. Promoter Share,155,157.8,155,157.8,2000,311400,155.1,184.5,150,2026-03-03T13:09:43.094407,157.8,2,155.7,28889.3
66,2026-03-03,490,FMDBL,First Micro Finance Laghubitta Bittiya Sanstha Limited,795,809,795,801,8852,7105925,795,1038.8,718,2026-03-03T14:59:46.273628,801,74,802.74,10772.42
67,2026-03-03,516,MFIL,Manjushree Finance Ltd.,815,858,815,845,267126,226012091,831,873,545,2026-03-03T14:59:59.252618,845,824,846.08,11420.62
68,2026-03-03,517,NBL,Nepal Bank Limited,248.8,251.9,244,251,111846,27874502.5,244,313,225.4,2026-03-03T14:59:59.856529,251,314,249.22,36882
69,2026-03-03,559,NLG,NLG Insurance Company Ltd.,668,689,668,680,13283,9051006.5,680,976.2,655,2026-03-03T14:59:58.063084,680,87,681.39,18141.27
70,2026-03-03,561,SINDU,Sindhu Bikash Bank Ltd,729,758,729,750.5,15964,11958501.8,742,1482,608,2026-03-03T14:59:44.929386,750.5,147,749.09,4183.71
71,2026-03-03,618,LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,939.7,996.9,925,996.9,2304,2225424.7,939.7,1300.5,865,2026-03-03T14:59:59.560123,996.9,38,965.89,4402.93
72,2026-03-03,634,RBCLPO,Rastriya Beema Company Limited Promoter Share,11614,11847,11614,11847,80,941925,11851,13530,11025,2026-03-03T12:54:02.162914,11847,5,11774.06,21043.78
73,2026-03-03,693,HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited,930,930,911.4,930,1852,1710448.2,920,1100,837,2026-03-03T14:59:05.991096,930,18,923.56,3172.1
74,2026-03-03,700,HEIP,Himalayan Everest Insurance Limited Promoter,308,313,308,313,1293,400995.4,304.7,414.7,293.1,2026-03-03T14:47:21.761884,313,10,310.12,837.29
75,2026-03-03,704,NMBMF,NMB  Microfinance Bittiya Sanstha Ltd.,657,680,657,675,3041,2035940,660,835,596,2026-03-03T14:45:14.831516,675,33,669.49,4869.78
76,2026-03-03,705,GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,1112.1,1150,1112,1150,1182,1337440,1121,1441.6,1100,2026-03-03T14:53:53.024528,1150,26,1131.5,7455.43
77,2026-03-03,1741,MERO,Mero Microfinance Bittiya Sanstha Ltd.,730,740,728.1,735,3685,2695235,716.1,1000,668,2026-03-03T14:59:49.114891,735,39,731.4,10925.06
78,2026-03-03,2744,GRDBL,Green Development Bank Ltd.,1060,1081.2,1040,1072,9393,9996319.6,1060,1668.4,944,2026-03-03T14:59:59.746807,1072,89,1064.23,6598.16
79,2026-03-03,2746,NMFBS,National Laghubitta Bittiya Sanstha Limited,1128,1145,1126,1145,2310,2625234,1130,1504,1086,2026-03-03T14:59:44.173034,1145,37,1136.46,17419.61
80,2026-03-03,2754,DHPL,Dibyashwori Hydropower Ltd.,300,307,300,306,8650,2643260,302,427.2,265,2026-03-03T14:59:59.828764,306,51,305.57,807.84
81,2026-03-03,2757,AKPL,Arun Kabeli Power Ltd.,272.8,274.8,257.4,272.9,253442,68672041.8,267.5,306.5,216.1,2026-03-03T14:59:59.730655,272.9,640,270.95,10632.03
82,2026-03-03,2766,CHL,Chhyangdi Hydropower Ltd.,283,292,283,289.9,44798,12924128.5,284.1,551,223.4,2026-03-03T14:59:46.65448,289.9,208,288.49,2243.7
83,2026-03-03,2767,HPPL,Himalayan Power Partner Ltd.,455.7,478.9,455.7,478.9,56334,26509179.9,465,711,411.1,2026-03-03T14:59:59.230899,478.9,249,470.57,5102.28
84,2026-03-03,2770,SEF,Siddhartha Equity Fund,9.41,9.7,9.41,9.7,7250,70105.5,9.6,11.5,8.6,2026-03-03T14:47:21.22364,9.7,11,9.66,1455
85,2026-03-03,235,HDL,Himalayan Distillery Limited,1166.8,1166.8,1140,1158.8,52058,60037478.8,1144,1556.1,1103,2026-03-03T14:59:57.62641,1158.8,506,1153.28,42737.5
86,2026-03-03,244,SIFC,Shree Investment Finance Co. Ltd.,588,610,588,604.7,16638,10035263.1,600,687.4,459,2026-03-03T14:59:57.844641,604.7,98,603.15,6047
87,2026-03-03,250,JFL,Janaki Finance Company Limited,429.9,436,428,435,6435,2784082.6,430,598.7,395,2026-03-03T14:59:42.120345,435,63,432.64,3003.56
88,2026-03-03,273,ICFC,ICFC Finance Limited,652,666,652,664.4,12682,8400834.9,654.1,730.9,555,2026-03-03T14:59:49.248362,664.4,103,662.42,7862.98
89,2026-03-03,307,NTC,Nepal Doorsanchar Company Limited,893.5,893.5,862,872,12203,10616496.9,876,982.2,762.5,2026-03-03T14:59:57.879872,872,178,869.99,156960
90,2026-03-03,357,PCBL,Prime Commercial Bank Ltd.,241,242.2,236.4,242.2,116670,28056204.7,236.3,290,226,2026-03-03T14:59:55.148743,242.2,239,240.47,50752.48
91,2026-03-03,360,AHPC,Arun Valley Hydropower Development Co. Ltd.,280,288.5,275,287.4,320466,91428355.9,279,334,242.5,2026-03-03T14:59:56.148323,287.4,799,285.29,11612.12
92,2026-03-03,393,HLI,Himalayan Life Insurance Limited,374.8,374.8,364,373,41127,15257934.8,367.5,477,354.8,2026-03-03T14:59:54.020682,373,292,370.99,34104.28
93,2026-03-03,401,MLBL,Mahalaxmi Bikas Bank Ltd.,365,376,365,376,24124,9007774.9,370.4,488,348.9,2026-03-03T14:59:32.910937,376,110,373.39,16962.42
94,2026-03-03,403,SJLIC,SuryaJyoti Life Insurance Company Limited,442,460,442,457,48442,22018606.1,451,492.3,390,2026-03-03T14:59:31.810226,457,258,454.53,22904.6
95,2026-03-03,418,JBBL,Jyoti Bikas Bank Limited,330.2,339.9,330.2,339,34933,11806317.3,333.9,413,295,2026-03-03T14:59:37.59655,339,170,337.97,14901.71
96,2026-03-03,471,MPFL,Multipurpose Finance Company  Limited,637.8,672,634,648,32436,20984289.1,637.8,724,491,2026-03-03T14:59:02.767211,648,184,646.94,3954.1
97,2026-03-03,472,SADBL,Shangrila Development Bank Ltd.,414.4,426.9,414.4,425,34983,14846255.1,422.5,526.5,376,2026-03-03T14:59:52.762301,425,134,424.38,15869.79
98,2026-03-03,473,SHINE,Shine Resunga Development Bank Ltd.,405,415,404,409.6,32334,13231691.3,402.9,499,382,2026-03-03T14:59:59.857325,409.6,112,409.21,20570
99,2026-03-03,474,MNBBL,Muktinath Bikas Bank Ltd.,366,374,362,371,43932,16263371.3,366,503,340.1,2026-03-03T14:59:45.210215,371,267,370.19,29681.44
100,2026-03-03,545,SLBBL,Swarojgar Laghubitta Bittiya Sanstha Ltd.,818,839.9,818,839.9,12082,9994915.1,819,1155,780,2026-03-03T14:59:59.176319,839.9,86,827.25,7522.43
101,2026-03-03,574,SKBBL,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,770,785,759,781,26587,20568244,765,999,752,2026-03-03T14:59:52.799663,781,176,773.62,38481.2
102,2026-03-03,583,GBLBS,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,772.8,776.8,760,776.8,5124,3927588,762,950,698,2026-03-03T14:59:29.276303,776.8,53,766.5,7809.56
103,2026-03-03,587,RLFL,Reliance Finance Ltd.,455,467,455,460,25175,11634231.8,455,625.7,398,2026-03-03T14:59:56.27077,460,116,462.13,5158.68
104,2026-03-03,591,SHPC,Sanima Mai Hydropower Ltd.,543.7,548,534,546,81124,43946813.4,533.1,684.9,443.1,2026-03-03T14:59:59.065638,546,305,541.72,20409.45
105,2026-03-03,593,KMCDB,Kalika Laghubitta Bittiya Sanstha Ltd,917,930.9,907,924.5,2558,2357727.5,917,1223,893,2026-03-03T14:59:30.211741,924.5,37,921.7,4146.03
106,2026-03-03,601,MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,1319.5,1357,1319.1,1356,2097,2800406.4,1346,2019,1285,2026-03-03T14:59:29.029549,1356,39,1335.43,3469.24
107,2026-03-03,610,RIDI,Ridi Power Company Limited,305,315,300,311.3,892830,277497422.7,301,343.2,203.5,2026-03-03T14:59:59.756155,311.3,1985,310.8,7232.59
108,2026-03-03,686,BARUN,Barun Hydropower Co. Ltd.,353.7,358,342.9,356,110562,39043646.9,346.8,589,292.1,2026-03-03T14:59:56.315894,356,607,353.13,3996.22
