Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2026-05-08,131,NABIL,Nabil Bank Limited,525,528,520.1,523,44672,23392652.4,523,562,471,2026-05-08T14:59:56.339107,523,504,523.65,141508.1
2,2026-05-08,132,NIMB,Nepal Investment Mega Bank Limited,201,201,197.5,199.7,42397,8434336.3,198,247,184.2,2026-05-08T14:59:15.522803,199.7,283,198.93,68154.8
3,2026-05-08,133,SCB,Standard Chartered Bank Limited,649.9,649.9,642,645.2,4125,2660144.2,642,712.6,594.9,2026-05-08T14:59:23.592405,645.2,63,644.88,64793.36
4,2026-05-08,134,HBL,Himalayan Bank Limited,200,205,200,205,39652,8091284.7,204.8,261,184,2026-05-08T14:59:50.245216,205,747,204.05,46292.41
5,2026-05-08,135,SBI,Nepal SBI Bank Limited,404.9,404.9,396.5,399,8631,3440308,397.7,452,363,2026-05-08T14:59:52.148887,399,40,398.59,45227.15
6,2026-05-08,137,EBL,Everest Bank Limited,700,705.8,699,702.1,20871,14672326.4,701,780.6,610,2026-05-08T14:59:59.681237,702.1,214,703,96337.78
7,2026-05-08,139,NICA,NIC Asia Bank Ltd.,364,364,353.6,356.7,65272,23194558.6,356,428.4,304.5,2026-05-08T14:59:56.491972,356.7,324,355.35,53210.96
8,2026-05-08,140,MBL,Machhapuchhre Bank Limited,249,250.7,246.1,250.6,94572,23536784.7,249,284,205,2026-05-08T14:59:45.885167,250.6,178,248.87,30288.05
9,2026-05-08,141,LSL,Laxmi Sunrise Bank Limited,214.5,217.4,214.1,216.7,22708,4914672.6,216.7,252,202,2026-05-08T14:59:37.391274,216.7,146,216.42,58034.78
10,2026-05-08,142,KBL,Kumari Bank Limited,217,221.3,215.2,221,201544,44183847.3,217,256,175.5,2026-05-08T14:59:59.02187,221,586,219.22,57959.15
11,2026-05-08,145,SBL,Siddhartha Bank Limited,392,393.1,389.9,393,29085,11397961.4,392.5,424,264.2,2026-05-08T14:59:14.352522,393,148,391.88,58142.3
12,2026-05-08,147,SHL,Soaltee Hotel Limited,497,498.5,490,495.6,20264,10035329.2,496.9,619,464,2026-05-08T14:59:41.17534,495.6,90,495.22,58240.56
