Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2026-05-12,131,NABIL,Nabil Bank Limited,530,533,527,527,37974,20071403.2,527,562,471,2026-05-12T14:59:46.794966,527,458,528.55,142590.38
2,2026-05-12,132,NIMB,Nepal Investment Mega Bank Limited,209.1,209.1,200,202,119173,23965616.4,203.1,247,184.2,2026-05-12T14:59:59.308392,202,343,201.09,68939.76
3,2026-05-12,133,SCB,Standard Chartered Bank Limited,646.1,650,641.3,647,9392,6075582,645.2,712.6,594.9,2026-05-12T14:59:45.220973,647,92,646.88,64974.12
4,2026-05-12,134,HBL,Himalayan Bank Limited,208,210,203,203.9,36045,7406982.8,208,261,184,2026-05-12T14:59:53.750701,203.9,695,205.49,46044.01
5,2026-05-12,135,SBI,Nepal SBI Bank Limited,399,404.9,397.3,400,18519,7383886.8,402.7,452,363,2026-05-12T14:59:58.127818,400,51,398.71,45340.5
6,2026-05-12,137,EBL,Everest Bank Limited,720,720,705.1,706,23334,16516106,706,780.6,610,2026-05-12T14:59:24.980294,706,193,707.81,96872.91
7,2026-05-12,139,NICA,NIC Asia Bank Ltd.,364,364.9,354.3,355.8,102639,36697486.1,364.8,428.4,304.5,2026-05-12T14:59:41.302095,355.8,383,357.53,53076.7
8,2026-05-12,140,MBL,Machhapuchhre Bank Limited,253,254,248.1,249.5,62074,15540360.9,253,284,205,2026-05-12T14:59:59.320049,249.5,173,250.35,30155.1
9,2026-05-12,141,LSL,Laxmi Sunrise Bank Limited,222,223,217,218.9,98485,21665846.4,220.9,252,202,2026-05-12T14:59:24.056923,218.9,208,219.99,58623.97
10,2026-05-12,142,KBL,Kumari Bank Limited,225,225,217,218,267612,58846021.7,222.4,256,175.5,2026-05-12T14:59:57.808852,218,663,219.89,57172.38
11,2026-05-12,145,SBL,Siddhartha Bank Limited,398.5,398.5,394.1,395.5,101471,40143015.2,395.1,424,268.2,2026-05-12T14:59:57.05563,395.5,224,395.61,58512.17
12,2026-05-12,147,SHL,Soaltee Hotel Limited,500,504,487,497.9,14049,6998725.1,500.8,619,464,2026-05-12T14:59:59.748015,497.9,84,498.16,58510.84
13,2026-05-12,148,TRH,Taragaon Regency Hotel Limited,753.1,761,753.1,760,1295,983829,771.8,1086.3,681.1,2026-05-12T14:59:28.850476,760,11,759.71,14912.11
14,2026-05-12,149,OHL,Oriental Hotels Limited,700,701.1,693,694,7079,4936399.1,700,1049.5,633.1,2026-05-12T14:59:04.524829,694,36,697.33,8220.4
15,2026-05-12,152,NHPC,National Hydro Power Company Limited,300,302,283,285,656163,189943304.7,296.5,340,178.6,2026-05-12T14:59:59.424056,285,1844,289.47,7029.35
16,2026-05-12,153,BPCL,Butwal Power Company Limited,718.2,718.2,665.1,668,48243,32818304,684,1065,440.1,2026-05-12T14:59:56.996428,668,217,680.27,22772.55
17,2026-05-12,154,CHCL,Chilime Hydropower Company Limited,482,488,470,476.2,61028,29134421.9,479.1,599.6,450.3,2026-05-12T14:59:18.307463,476.2,214,477.39,45167.52
18,2026-05-12,155,STC,Salt Trading Corporation,5890,5890,5756,5782.1,123,713099,5887,6335.9,4832,2026-05-12T14:34:23.906848,5782.1,7,5797.55,18544.18
19,2026-05-12,156,BBC,Bishal Bazar Company Limited,4900,4948,4731,4733.1,575,2752284,4848.8,6120,4480,2026-05-12T14:59:47.345822,4733.1,47,4786.58,189797.31
20,2026-05-12,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,670,675.9,669.2,670,5376,3609345.4,670.6,854.4,660,2026-05-12T14:58:26.087855,670,52,671.38,18375.98
21,2026-05-12,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,929.9,930,915,919,17323,15973010.6,923,1144.8,846,2026-05-12T14:59:58.196292,919,208,922.06,33242.66
22,2026-05-12,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,862,862,845.6,846.9,6957,5919181.5,863,1010,766,2026-05-12T14:59:39.489418,846.9,76,850.82,17404.76
23,2026-05-12,171,SANIMA,Sanima Bank Limited,367,367,361.5,362,72584,26388906.2,364.8,391,295,2026-05-12T14:59:32.441101,362,308,363.56,49165.12
24,2026-05-12,172,NABBC,Narayani Development Bank Limited,1060,1079,1015.1,1018,5556,5704936.3,1054,1835,662,2026-05-12T14:59:59.639826,1018,77,1026.8,5343.84
25,2026-05-12,176,NICL,Nepal Insurance Co. Ltd.,494,496,491,493,5091,2509799.2,497.8,836,475,2026-05-12T14:59:05.844552,493,44,492.98,12564.48
26,2026-05-12,177,RBCL,Rastriya Beema Company Limited,15200.3,15550,15200.3,15500,55,844009,15505,16900,14350,2026-05-12T14:10:24.545789,15500,4,15345.61,41328.66
27,2026-05-12,178,NLICL,National Life Insurance Co. Ltd.,590,595.8,585,590,7211,4225984,586,691,539,2026-05-12T14:58:32.775807,590,54,586.04,33580.73
28,2026-05-12,179,HEI,Himalayan Everest Insurance Limited,524,553.6,520,529,14005,7459594.9,539.4,654,458,2026-05-12T14:59:47.683272,529,48,532.63,13225.83
