Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2026-04-17,131,NABIL,Nabil Bank Limited,541.6,541.6,528,530,39114,20726889.9,531,562,471,2026-04-17T14:59:55.162939,530,426,529.9,143402.09
2,2026-04-17,135,SBI,Nepal SBI Bank Limited,410,410,402.2,407.6,18404,7473979.6,407.4,452,363,2026-04-17T14:59:57.876786,407.6,80,406.1,46201.97
3,2026-04-17,137,EBL,Everest Bank Limited,701,703.8,697,701,35324,24714356.5,699,780.6,610,2026-04-17T14:58:08.008566,701,178,699.64,96186.85
4,2026-04-17,139,NICA,NIC Asia Bank Ltd.,365.1,374,365.1,366.3,115093,42526928.6,371.6,428.4,304.5,2026-04-17T14:59:50.725231,366.3,279,369.5,54643.05
5,2026-04-17,140,MBL,Machhapuchhre Bank Limited,250.1,253,249.1,252,102091,25634576.7,251.1,284,205,2026-04-17T14:59:58.598557,252,217,251.09,30457.25
6,2026-04-17,141,LSL,Laxmi Sunrise Bank Limited,219.9,219.9,215,217.2,59441,12862332.4,217.4,252,201,2026-04-17T14:59:48.293036,217.2,164,216.38,58168.69
7,2026-04-17,142,KBL,Kumari Bank Limited,229,231,224.5,228.9,436683,99223834.4,230.9,256,175.5,2026-04-17T14:59:58.033801,228.9,916,227.22,60031
8,2026-04-17,145,SBL,Siddhartha Bank Limited,394.8,395.6,390,395,92095,36242210.6,395,424,261,2026-04-17T14:59:59.182521,395,197,393.53,58438.19
9,2026-04-17,148,TRH,Taragaon Regency Hotel Limited,752,765,750,751,7567,5702335.1,750,1086.3,681.1,2026-04-17T14:58:31.275397,751,48,753.57,14735.52
10,2026-04-17,155,STC,Salt Trading Corporation,5800.1,5850,5774.3,5824,320,1859316,5850,6335.9,4832,2026-04-17T14:52:45.318831,5824,12,5810.36,18678.56
11,2026-04-17,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,837.1,849.9,836,841,5903,4956895.7,849.9,1010,760.2,2026-04-17T14:57:02.739694,841,76,839.72,17283.51
12,2026-04-17,172,NABBC,Narayani Development Bank Limited,1238,1238,1174,1176,15567,18581469.6,1217,1917,662,2026-04-17T14:59:46.834496,1176,116,1193.64,6173.24
13,2026-04-17,176,NICL,Nepal Insurance Co. Ltd.,500,500,495,496,11069,5499536.9,498,837,479,2026-04-17T14:59:42.737564,496,88,496.84,12640.93
14,2026-04-17,177,RBCL,Rastriya Beema Company Limited,15450,15599,15350,15350,195,3025670,15550,16900,14350,2026-04-17T14:58:48.418442,15350,14,15516.25,40928.7
15,2026-04-17,178,NLICL,National Life Insurance Co. Ltd.,595,597,582,593.7,13780,8101668.4,594.9,691,539,2026-04-17T14:58:54.128087,593.7,102,587.92,33791.32
16,2026-04-17,179,HEI,Himalayan Everest Insurance Limited,528,528,516,524.9,2523,1311780.2,524,654,458,2026-04-17T14:59:55.420077,524.9,22,519.92,13123.33
17,2026-04-17,180,UAIL,United Ajod Insurance Limited,462,468.9,455.1,465,13699,6310592,462.8,659,422.1,2026-04-17T14:59:56.422675,465,120,460.66,11815.65
18,2026-04-17,182,SPIL,Siddhartha Premier Insurance Limited,723,727,712.2,716,972,698165.1,723,894.5,625,2026-04-17T14:56:25.840966,716,25,718.27,20094.9
19,2026-04-17,183,NIL,Neco Insurance Limited,633,635,627,628,2680,1686799.6,633,783.9,562,2026-04-17T14:59:52.855101,628,45,629.4,17409.91
20,2026-04-17,186,IGI,IGI Prudential insurance Limited,437,445.7,436.2,440,8197,3595597.5,442.1,600,392,2026-04-17T14:59:56.61208,440,68,438.64,13329.07
21,2026-04-17,187,NLIC,Nepal Life Insurance Co. Ltd.,777,780,773,775,30119,23368386.4,779,890,702,2026-04-17T14:59:47.070768,775,194,775.86,73471.56
22,2026-04-17,188,LICN,Life Insurance Corporation (Nepal) Limited,825,837.4,810,824.1,8724,7150654.3,825,998,773,2026-04-17T14:59:57.573821,824.1,98,819.65,45325.5
23,2026-04-17,194,NFS,Nepal Finance Ltd.,612.2,617.7,610,614,14147,8678544.9,616.6,851,576,2026-04-17T14:59:57.078021,614,118,613.45,5151.12
24,2026-04-17,195,BNL,Bottlers Nepal (Balaju) Limited,15320,15350,15320,15350,20,306700,15320,18450,14635.8,2026-04-17T14:28:23.611355,15350,2,15335,29915.42
25,2026-04-17,213,BNT,Bottlers Nepal (Terai) Limited,11500.2,11500.2,11500.1,11500.1,40,460006,11730.2,13299,10660,2026-04-17T12:00:34.879045,11500.1,3,11500.15,13915.12
26,2026-04-17,227,BFC,Best Finance Company Ltd.,473.4,473.4,459,466,10648,4938429.3,465,579.9,411.5,2026-04-17T14:59:36.385557,466,72,463.78,4149.38
27,2026-04-17,238,NMB,NMB Bank Limited,253.9,253.9,245,248.5,35272,8707994.8,250,283,231,2026-04-17T14:59:37.047895,248.5,106,246.88,47923.33
28,2026-04-17,250,JFL,Janaki Finance Company Limited,422,425,419,425,10800,4541831.7,422,558,395,2026-04-17T14:59:46.725779,425,66,420.53,2934.51
29,2026-04-17,268,SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,737,753.9,730,751,3980,2958335.5,741.2,1046.5,711,2026-04-17T14:59:39.438583,751,44,743.3,13142.5
30,2026-04-17,348,CZBIL,Citizens Bank International Limited,211,211,207.6,210.7,53243,11120099.7,211,240.1,183,2026-04-17T14:59:59.03546,210.7,205,208.85,32674.23
31,2026-04-17,396,NMLBBL,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,625,634,616.5,625,7966,4965845.2,629,807,600,2026-04-17T14:59:56.643455,625,62,623.38,8736.03
32,2026-04-17,401,MLBL,Mahalaxmi Bikas Bank Ltd.,386.9,386.9,376,380,24666,9356131.9,382.5,468.6,348.9,2026-04-17T14:59:56.069798,380,138,379.31,17142.87
33,2026-04-17,403,SJLIC,SuryaJyoti Life Insurance Company Limited,440,444,436.5,440,16929,7431845.1,441.8,489.9,390,2026-04-17T14:59:58.755112,440,200,439,22052.57
34,2026-04-17,417,GBBL,Garima Bikas Bank Limited,408.1,413,407.1,408,23763,9733695.7,411,498,367.4,2026-04-17T14:59:43.641713,408,148,409.61,24567.1
