Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2026-07-03,131,NABIL,Nabil Bank Limited,540,541,519,530,114343,60975242,541,563,471,2026-07-03T14:59:57.212066,530,647,533.26,143402.09
2,2026-07-03,132,NIMB,Nepal Investment Mega Bank Limited,205,205,194,195.9,94278,18522291.6,197.9,247,184,2026-07-03T14:59:54.265593,195.9,315,196.46,66857.92
3,2026-07-03,133,SCB,Standard Chartered Bank Limited,647,650,645,648,6192,4011149.8,647,712.6,594.9,2026-07-03T14:58:24.717395,648,70,647.79,65074.55
4,2026-07-03,134,HBL,Himalayan Bank Limited,200,200,197,198.3,26139,5191095.8,200,261,184,2026-07-03T14:59:55.769666,198.3,410,198.59,44779.44
5,2026-07-03,135,SBI,Nepal SBI Bank Limited,398.9,400,385,393.9,142560,55193099.5,392.2,452,363,2026-07-03T14:59:56.425641,393.9,103,387.15,44649.06
6,2026-07-03,137,EBL,Everest Bank Limited,704,709,700,700,14095,9905065.6,704,780.6,619,2026-07-03T14:59:45.068414,700,172,702.73,96049.63
7,2026-07-03,139,NICA,NIC Asia Bank Ltd.,340,344,335.1,335.1,32743,11096763.9,344,428.4,304.5,2026-07-03T14:59:48.915326,335.1,171,338.9,49988.77
8,2026-07-03,140,MBL,Machhapuchhre Bank Limited,257,257,247.7,247.7,85765,21427633.1,249.8,284,205,2026-07-03T14:59:11.803045,247.7,151,249.84,29937.55
9,2026-07-03,141,LSL,Laxmi Sunrise Bank Limited,230,230,219.5,221,292521,64690227.6,222,252,203,2026-07-03T14:59:55.536142,221,297,221.14,59186.37
10,2026-07-03,142,KBL,Kumari Bank Limited,226,226,211,214.9,193594,41707129,215.3,256,175.5,2026-07-03T14:59:55.588722,214.9,619,215.43,56359.38
11,2026-07-03,145,SBL,Siddhartha Bank Limited,390,395.9,388,390.1,151305,59148693.4,393.8,424,320.5,2026-07-03T14:59:38.927859,390.1,201,390.92,57713.26
12,2026-07-03,147,SHL,Soaltee Hotel Limited,490,498,485,491.2,7613,3741279.1,493,619,464,2026-07-03T14:59:03.265992,491.2,40,491.43,57723.49
13,2026-07-03,148,TRH,Taragaon Regency Hotel Limited,770,783,770,783,465,360578,770,1086.3,681.1,2026-07-03T14:56:44.932159,783,10,775.43,15363.4
14,2026-07-03,149,OHL,Oriental Hotels Limited,695,697,680.1,680.1,3742,2564236.9,680,948,633.1,2026-07-03T14:59:40.326184,680.1,23,685.25,8055.75
15,2026-07-03,152,NHPC,National Hydro Power Company Limited,270,270,261,261.9,84513,22326508.1,264.7,340,178.6,2026-07-03T14:59:59.196555,261.9,307,264.17,6459.6
16,2026-07-03,153,BPCL,Butwal Power Company Limited,692.8,692.8,646.4,665,18917,12347192.3,659.9,1065,617.5,2026-07-03T14:59:59.802337,665,134,652.7,22670.28
17,2026-07-03,154,CHCL,Chilime Hydropower Company Limited,480,483.9,478,482,8055,3884457.5,480,584,450.3,2026-07-03T14:59:29.640112,482,103,482.24,45717.65
18,2026-07-03,155,STC,Salt Trading Corporation,5162.1,5174,5100,5170,2478,12646606.8,5179.9,6335.9,4832,2026-07-03T14:59:35.922001,5170,28,5103.55,18156.27
19,2026-07-03,156,BBC,Bishal Bazar Company Limited,4298.9,4298.9,4201,4286,127,541756.5,4260,6120,4100,2026-07-03T14:39:49.011879,4286,12,4265.79,171868.6
20,2026-07-03,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,620.1,627,618.2,626,2493,1546810.9,624,854.4,615.2,2026-07-03T14:58:13.864219,626,35,620.46,17169.2
21,2026-07-03,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,918.7,918.7,912,917.8,16357,14989930.2,910,1144.8,882,2026-07-03T14:59:50.511456,917.8,159,916.42,33199.25
22,2026-07-03,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,834,834,826,830,4198,3479927.2,822.2,1010,793,2026-07-03T14:58:17.263393,830,57,828.94,17057.45
23,2026-07-03,171,SANIMA,Sanima Bank Limited,359.5,361,356,357,99362,35619977.7,357,391,295,2026-07-03T14:59:43.107476,357,230,358.48,48486.05
24,2026-07-03,172,NABBC,Narayani Development Bank Limited,760,779.9,750,754,14853,11252602.2,752,1835,662,2026-07-03T14:57:53.772965,754,56,757.59,3958.01
25,2026-07-03,176,NICL,Nepal Insurance Co. Ltd.,535,535,515,522.8,22952,11959209.1,520,699.9,475,2026-07-03T14:59:57.789464,522.8,85,521.05,13323.95
26,2026-07-03,177,RBCL,Rastriya Beema Company Limited,14300,14400,14300,14400,150,2158250,14449.9,16900,14015,2026-07-03T14:59:12.967942,14400,6,14388.33,38395.66
27,2026-07-03,178,NLICL,National Life Insurance Co. Ltd.,594.3,612,572.6,573,18259,10738834,594.3,691,539,2026-07-03T14:57:05.378555,573,91,588.13,32613.15
28,2026-07-03,179,HEI,Himalayan Everest Insurance Limited,554,554,542.1,543,7399,4042366.4,545,654,458,2026-07-03T14:54:57.88856,543,29,546.33,13575.85
29,2026-07-03,180,UAIL,United Ajod Insurance Limited,457.4,457.4,440.5,441,26768,11925332.5,444.84,625,422.1,2026-07-03T14:59:22.022868,441,137,445.5,11686.06
30,2026-07-03,182,SPIL,Siddhartha Premier Insurance Limited,682,699,682,695,1588,1096663.2,691,894.5,625,2026-07-03T14:59:41.375678,695,21,690.59,19505.52
31,2026-07-03,183,NIL,Neco Insurance Limited,636,636,617,624,31359,19540081.8,621.1,783.9,562,2026-07-03T14:59:50.524368,624,47,623.1,17299.02
32,2026-07-03,184,PRIN,Prabhu Insurance Ltd.,697,700,677.4,700,7843,5402238.2,689,960.3,630,2026-07-03T14:59:21.584449,700,53,688.79,12942.57
33,2026-07-03,185,SALICO,Sagarmatha Lumbini Insurance Co. Limited,597,610,596,609,3815,2285041.8,614,765.9,570.1,2026-07-03T14:53:49.208364,609,24,598.96,15971.87
34,2026-07-03,186,IGI,IGI Prudential insurance Limited,432,434.9,429.2,430,6848,2952959.3,431.1,600,392,2026-07-03T14:59:36.973968,430,52,431.21,13026.14
35,2026-07-03,187,NLIC,Nepal Life Insurance Co. Ltd.,781,781,735,744.5,17656,13156957.6,744,890,702,2026-07-03T14:59:48.412766,744.5,179,745.18,70580.1
36,2026-07-03,188,LICN,Life Insurance Corporation (Nepal) Limited,838,838,787.7,790,10271,8135361.5,799,990,773,2026-07-03T14:59:17.438896,790,65,792.07,43450
37,2026-07-03,192,SICL,Shikhar Insurance Co. Ltd.,630,630,615.4,623,5933,3674653.3,625.9,828,588.8,2026-07-03T14:59:49.930634,623,55,619.35,19322.77
38,2026-07-03,194,NFS,Nepal Finance Ltd.,580,670,575,670,74156,43583226.2,583,851,555,2026-07-03T14:59:57.142816,670,350,587.72,5620.92
39,2026-07-03,204,GUFL,Gurkhas Finance Ltd.,558,563,553,557,7420,4141800,558,644,460.6,2026-07-03T14:59:57.846417,557,61,558.19,4834.73
40,2026-07-03,210,CIT,Citizen Investment Trust,1700,1709,1700,1700,3365,5724759.9,1704,2168,1630.3,2026-07-03T14:59:56.072518,1700,104,1701.26,115698.57
41,2026-07-03,213,BNT,Bottlers Nepal (Terai) Limited,11510.2,11600.1,11510.2,11600.1,40,463105,11700,13205,10660,2026-07-03T14:59:16.653549,11600.1,2,11577.62,14036.12
42,2026-07-03,219,UNL,Unilever Nepal Limited,47000,47000,46600,46600,100,4688050,46505,50724,45200,2026-07-03T14:51:57.376473,46600,10,46880.5,42904.62
43,2026-07-03,227,BFC,Best Finance Company Ltd.,497.8,537.9,497.8,535,187575,100092721.5,524,579.9,411.5,2026-07-03T14:59:57.149688,535,790,533.61,4763.77
44,2026-07-03,232,GFCL,Goodwill Finance Limited,631,635,623,627,13123,8244589.8,631.6,756.8,528.3,2026-07-03T14:59:51.666663,627,71,628.25,5932.14
45,2026-07-03,235,HDL,Himalayan Distillery Limited,1160,1160,1150,1153,20232,23338443.6,1150,1556.1,1097.6,2026-07-03T14:59:49.438042,1153,195,1153.54,42523.59
46,2026-07-03,236,PFL,Pokhara Finance Ltd.,365,365,360,360,8158,2949477.9,364.9,475.5,351.6,2026-07-03T14:59:19.733152,360,49,361.54,3897.2
47,2026-07-03,238,NMB,NMB Bank Limited,240,241.9,239.2,239.2,27440,6598456.3,241,283,230,2026-07-03T14:57:56.562675,239.2,146,240.46,46129.82
