Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2025-12-11,131,NABIL,Nabil Bank Limited,492.2,497.5,492,495,37306,18444209.7,494.7,562,471,2025-12-11T14:59:54.017311,495,373,494.4,133932.14
2,2025-12-11,132,NIMB,Nepal Investment Mega Bank Limited,190.5,192.9,190,191.2,54778,10471460.2,191,247,188.8,2025-12-11T14:59:23.382008,191.2,195,191.16,65253.87
3,2025-12-11,133,SCB,Standard Chartered Bank Limited,624.7,625,621.1,622,27364,17065933,623,705.8,594.9,2025-12-11T14:57:33.527326,622,113,623.66,62463.53
4,2025-12-11,134,HBL,Himalayan Bank Limited,185,188.1,185,187.1,44937,8407535,187,261,184,2025-12-11T14:59:58.306665,187.1,1753,187.09,42250.29
5,2025-12-11,135,SBI,Nepal SBI Bank Limited,390,397.8,387.5,397.7,41568,16417145.5,390.9,469.2,363,2025-12-11T14:59:53.117334,397.7,109,394.94,43345.95
6,2025-12-11,137,EBL,Everest Bank Limited,637,646,637,646,12652,8127465.4,641,780.6,570,2025-12-11T14:58:47.073661,646,90,642.38,88640.09
7,2025-12-11,139,NICA,NIC Asia Bank Ltd.,316,318.5,315.5,316,28406,8994886.4,316.2,428.4,304.5,2025-12-11T14:59:59.630312,316,154,316.65,47139.51
8,2025-12-11,140,MBL,Machhapuchhre Bank Limited,213.7,217,213.7,215,27848,5996896.5,215,272.1,205,2025-12-11T14:59:53.089133,215,75,215.34,25985.35
9,2025-12-11,141,LSL,Laxmi Sunrise Bank Limited,230,231.9,228.1,231.3,112001,25807801.9,229.3,252,201,2025-12-11T14:59:59.545711,231.3,263,230.42,56313.48
10,2025-12-11,142,KBL,Kumari Bank Limited,179,179.9,177.7,179,130691,23343229.3,179.5,233.5,175.5,2025-12-11T14:59:46.623179,179,309,178.61,46944.29
11,2025-12-11,145,SBL,Siddhartha Bank Limited,350,354.9,346.1,350,40103,13984439.2,350,408,261,2025-12-11T14:59:57.588911,350,139,348.71,51780.68
12,2025-12-11,147,SHL,Soaltee Hotel Limited,485,489.8,475.3,485.5,8582,4175941.5,489,619,455,2025-12-11T14:59:15.423144,485.5,58,486.59,57053.15
13,2025-12-11,148,TRH,Taragaon Regency Hotel Limited,685.2,707.9,685.1,702,1500,1047973.2,696.3,1259,681.1,2025-12-11T14:54:01.952291,702,28,698.64,13774.08
14,2025-12-11,149,OHL,Oriental Hotels Limited,710,710,697.1,705,20156,14110035.8,705,1100,633.1,2025-12-11T14:59:58.198901,705,41,700.04,8350.69
15,2025-12-11,152,NHPC,National Hydro Power Company Limited,187.1,189,186,187,42669,7984174.6,187.5,244.5,178.6,2025-12-11T14:59:57.771577,187,105,187.11,4612.24
16,2025-12-11,153,BPCL,Butwal Power Company Limited,700,727,700,706.7,70379,49880441.9,714,1065,375.1,2025-12-11T14:59:48.957609,706.7,227,708.74,24091.86
17,2025-12-11,154,CHCL,Chilime Hydropower Company Limited,493,498,491,491.2,17034,8388308,492.2,599.6,456,2025-12-11T14:59:48.735301,491.2,119,492.44,43139.14
18,2025-12-11,155,STC,Salt Trading Corporation,5440,5440,5332,5415,1966,10594166,5375,5924,4832,2025-12-11T14:59:54.326915,5415,35,5388.69,17366.83
19,2025-12-11,156,BBC,Bishal Bazar Company Limited,4883.8,4887,4806.3,4879.9,163,790972,4879,6661.6,4480,2025-12-11T14:52:59.417249,4879.9,14,4852.58,195683.99
20,2025-12-11,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,750,751,744,747,5381,4022970.3,748.1,854.4,650,2025-12-11T14:59:33.069854,747,35,747.62,19512.24
21,2025-12-11,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,1000,1012,1000,1007,17545,17672112.1,1001,1144.8,821.5,2025-12-11T14:59:52.465462,1007,113,1007.24,32378.53
