Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2025-10-19,131,NABIL,Nabil Bank Limited,512,512,506,507.9,38379,19552540.9,509,607.2,471,2025-10-19T14:59:54.184989,507.9,356,509.45,137422.49
2,2025-10-19,133,SCB,Standard Chartered Bank Limited,615,635.5,614,629,89818,56647709.1,613,779.2,594.9,2025-10-19T14:59:38.927331,629,298,630.69,63166.5
3,2025-10-19,134,HBL,Himalayan Bank Limited,194,199.9,192,199,54531,10729581.1,194.8,286,184,2025-10-19T14:59:59.493697,199,714,196.76,44937.51
4,2025-10-19,139,NICA,NIC Asia Bank Ltd.,314,320,313.6,314.1,18515,5851907.9,314.1,495,308.7,2025-10-19T14:59:52.786792,314.1,157,316.06,46856.08
5,2025-10-19,141,LSL,Laxmi Sunrise Bank Limited,217,219.9,216,219,21553,4695351.9,217,274,201,2025-10-19T14:59:23.570507,219,104,217.85,53318.86
6,2025-10-19,142,KBL,Kumari Bank Limited,183,185,180.2,184,84453,15503294.1,181.4,253.5,175.5,2025-10-19T14:59:50.754476,184,296,183.57,48255.58
7,2025-10-19,145,SBL,Siddhartha Bank Limited,342.9,353,342.9,351.5,32320,11280695,342.9,408,261,2025-10-19T14:59:57.033531,351.5,99,349.03,49526.28
8,2025-10-19,148,TRH,Taragaon Regency Hotel Limited,810,814,796,796,1107,888708,807.9,1284,793,2025-10-19T14:59:42.171057,796,18,802.8,15618.48
9,2025-10-19,149,OHL,Oriental Hotels Limited,670,670,642,666,6645,4327300,670,1100,642,2025-10-19T14:59:56.191792,666,94,651.21,7888.74
10,2025-10-19,152,NHPC,National Hydro Power Company Limited,188.7,189,179.7,186.9,29689,5531194,185,254,178.6,2025-10-19T14:59:56.402785,186.9,121,186.3,4609.77
11,2025-10-19,154,CHCL,Chilime Hydropower Company Limited,478,483,478,481,22812,10946528.2,484,610,456,2025-10-19T14:59:57.183997,481,154,479.85,42243.33
12,2025-10-19,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,955,979,955,963,10370,10006924.7,960,1144.8,821.5,2025-10-19T14:59:57.11517,963,123,964.98,30963.78
13,2025-10-19,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,800.7,818,793,810,2295,1846508.4,806,1010,759,2025-10-19T14:59:50.691488,810,41,804.57,15133.12
14,2025-10-19,171,SANIMA,Sanima Bank Limited,311.1,311.1,304.6,304.6,36280,11131724.8,305,391,285,2025-10-19T14:59:57.987827,304.6,146,306.82,41369.33
15,2025-10-19,172,NABBC,Narayani Development Bank Limited,705.6,769,666,735,43980,31528326.5,720,2060,610.1,2025-10-19T14:59:58.205255,735,92,716.87,3858.27
16,2025-10-19,182,SPIL,Siddhartha Premier Insurance Limited,636,637,630,630,6985,4422831.6,635,980.4,630,2025-10-19T14:59:44.214474,630,58,633.18,17681.26
17,2025-10-19,184,PRIN,Prabhu Insurance Ltd.,658.9,658.9,640,640,2278,1467691.7,646,1088.8,638,2025-10-19T14:58:52.672607,640,38,644.28,10886.12
18,2025-10-19,186,IGI,IGI Prudential insurance Limited,397,408,392,397,14861,5914775.5,395,690.8,392,2025-10-19T14:59:51.333281,397,92,398,12026.46
19,2025-10-19,187,NLIC,Nepal Life Insurance Co. Ltd.,747,755,733,750,14856,11093299.1,744.8,920,702,2025-10-19T14:59:17.977037,750,122,746.72,67715.72
20,2025-10-19,188,LICN,Life Insurance Corporation (Nepal) Limited,792,800,788,799,4244,3369733.9,795,2140,773,2025-10-19T14:59:51.943962,799,47,793.99,43945
21,2025-10-19,194,NFS,Nepal Finance Ltd.,619.9,619.9,605,610,6990,4268794.7,609,1605,576,2025-10-19T14:59:59.851623,610,89,610.7,5117.56
22,2025-10-19,204,GUFL,Gurkhas Finance Ltd.,480,480,471.6,474,1783,845163.4,474,840,465.5,2025-10-19T14:59:53.853677,474,22,474.01,4114.29
23,2025-10-19,213,BNT,Bottlers Nepal (Terai) Limited,10690,11098,10690,11098,30,324780,10908,15289.7,10666.1,2025-10-19T14:09:34.881543,11098,2,10826,13428.58
24,2025-10-19,219,UNL,Unilever Nepal Limited,49000,49062,48080.8,48080.8,30,1461428,48100,50724,43800,2025-10-19T14:18:10.306215,48080.8,3,48714.26,44267.99
25,2025-10-19,227,BFC,Best Finance Company Ltd.,422,445,422,435,4945,2140467.3,430.1,951.6,411.5,2025-10-19T14:58:35.541979,435,61,432.85,3873.35
26,2025-10-19,235,HDL,Himalayan Distillery Limited,1336.2,1360,1330,1339,189121,253651651.8,1310,1556.1,1136,2025-10-19T14:59:59.998104,1339,2062,1341.21,41152.85
27,2025-10-19,238,NMB,NMB Bank Limited,237.9,239.7,235,238.3,22837,5428896.6,235,285.6,230,2025-10-19T14:59:50.976929,238.3,93,237.72,43767.86
28,2025-10-19,245,CFCL,Central Finance Co. Ltd.,472.2,490,461.5,464,2631,1224024.5,463,745.9,445.1,2025-10-19T14:59:32.660676,464,33,465.23,4402.78
29,2025-10-19,132,NIMB,Nepal Investment Mega Bank Limited,198,200,196,196.9,51032,10053109.4,197.5,262.9,189.2,2025-10-19T14:59:32.218632,196.9,237,196.99,67199.2
30,2025-10-19,135,SBI,Nepal SBI Bank Limited,375,391.1,375,389.9,31829,12198000.4,376.1,549,363,2025-10-19T14:59:56.008158,389.9,100,383.23,42495.82
31,2025-10-19,137,EBL,Everest Bank Limited,628,639,628,631,27253,17292111.8,640.1,780.6,570,2025-10-19T14:59:56.755828,631,173,634.5,86581.88
32,2025-10-19,140,MBL,Machhapuchhre Bank Limited,208,212,207,207.1,57148,11874441.6,209.4,290,207,2025-10-19T14:59:59.872498,207.1,176,207.78,25030.54
33,2025-10-19,147,SHL,Soaltee Hotel Limited,494,495.5,485,494.5,21984,10879596.9,485,619,455,2025-10-19T14:59:39.602195,494.5,42,494.88,50531.11
34,2025-10-19,153,BPCL,Butwal Power Company Limited,660,686,648,663,55757,36752006.7,660,1065,375.1,2025-10-19T14:59:57.140547,663,207,659.14,22602.1
35,2025-10-19,155,STC,Salt Trading Corporation,5055,5200,5009,5200,330,1692460,5055,6399,4832,2025-10-19T14:59:40.430093,5200,12,5128.66,16677.29
36,2025-10-19,156,BBC,Bishal Bazar Company Limited,4815,4819.9,4731,4800,70,336210,4765,7247,4057.2,2025-10-19T13:49:17.922346,4800,7,4803,192480
37,2025-10-19,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,720,730,720,723,1962,1423760.7,719.9,854.4,650,2025-10-19T14:59:08.034534,723,36,725.66,18885.34
38,2025-10-19,176,NICL,Nepal Insurance Co. Ltd.,498,500,491,499.9,4966,2468495.3,498.5,1064,489.1,2025-10-19T14:59:19.116636,499.9,53,497.07,12740.33
39,2025-10-19,177,RBCL,Rastriya Beema Company Limited,14600,14809,14508,14809,162,2356496.2,14640,18409,14024,2025-10-19T14:59:55.268977,14809,9,14546.27,39486.2
40,2025-10-19,178,NLICL,National Life Insurance Co. Ltd.,578,580,575,579.8,3228,1859139.5,578,738,539,2025-10-19T14:59:32.942096,579.8,19,575.94,31730.94
41,2025-10-19,179,HEI,Himalayan Everest Insurance Limited,460,475,460,466,3495,1627209.3,461.1,722,460,2025-10-19T14:59:42.4442,466,28,465.58,11650.73
42,2025-10-19,180,UAIL,United Ajod Insurance Limited,430.1,445,430.1,437.1,9754,4235751,438.5,767,422.1,2025-10-19T14:59:31.25967,437.1,67,434.25,10097.01
43,2025-10-19,183,NIL,Neco Insurance Limited,569,576.5,562,571,17630,10016899.7,580,999,562,2025-10-19T14:59:42.874343,571,152,568.17,15368.65
44,2025-10-19,185,SALICO,Sagarmatha Lumbini Insurance Co. Limited,602,602,580,587,2781,1628213,602,818,570.1,2025-10-19T14:59:14.330911,587,30,585.47,15394.89
45,2025-10-19,192,SICL,Shikhar Insurance Co. Ltd.,598.5,609.9,598.4,609,4364,2649654,610.6,905,588.8,2025-10-19T14:59:23.572286,609,65,607.16,17801.67
46,2025-10-19,210,CIT,Citizen Investment Trust,1828,1875.7,1828,1864,6185,11432147.5,1828,2269,1730.8,2025-10-19T14:59:08.397365,1864,134,1848.36,120819.12
47,2025-10-19,232,GFCL,Goodwill Finance Limited,572,572,561,565,7494,4238595.4,561,1176,528.3,2025-10-19T14:59:14.643585,565,46,565.59,5345.55
48,2025-10-19,236,PFL,Pokhara Finance Ltd.,372,373,368.5,372,1759,651332,367,794.9,339.9,2025-10-19T14:52:25.834081,372,26,370.28,4027.11
49,2025-10-19,244,SIFC,Shree Investment Finance Co. Ltd.,465,470,463,464,726,339378,459,728.1,459,2025-10-19T14:54:22.138833,464,13,467.46,4640
50,2025-10-19,256,SFCL,Samriddhi Finance Company Limited,383.5,385,376,382.7,7494,2858496.5,376,1117.9,373.1,2025-10-19T14:59:20.495407,382.7,73,381.43,3133.97
51,2025-10-19,263,GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,425,425,410,423.9,2214,916015.9,418,735.9,393.1,2025-10-19T14:59:52.419067,423.9,28,413.73,4290.61
