Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2025-08-11,131,NABIL,Nabil Bank Limited,533,534,525,526.3,69423,36644323,527.36,682,474.1,2025-08-11T14:59:47.464464,526.2,634,527.84,142400.98
2,2025-08-11,132,NIMB,Nepal Investment Mega Bank Limited,229,232,222,222.18,147981,33254137,225.35,295,201,2025-08-11T14:59:51.41958,222.2,592,224.71,75826.91
3,2025-08-11,133,SCB,Standard Chartered Bank Limited,656.7,669.7,645.5,647.13,21700,14070005.9,643.93,790,597.1,2025-08-11T14:59:43.964055,647,182,648.38,64987.18
4,2025-08-11,134,HBL,Himalayan Bank Limited,225,237.2,225,226.1,41959,9536084.1,228.44,312.1,210,2025-08-11T14:59:49.093881,226.7,277,227.27,48965.61
5,2025-08-11,135,SBI,Nepal SBI Bank Limited,423,424,415,415.79,40729,16985709.7,417.07,549,372.2,2025-08-11T14:59:14.533818,415.6,148,417.04,45317.61
6,2025-08-11,137,EBL,Everest Bank Limited,721,735.5,708,709.53,196948,140969023.3,707.57,790,567,2025-08-11T14:59:54.651521,710,887,715.76,91846.49
7,2025-08-11,139,NICA,NIC Asia Bank Ltd.,389,392,381.1,381.26,101169,38902186.4,384.68,564,333,2025-08-11T14:59:46.70999,382,436,384.52,56874.72
8,2025-08-11,140,MBL,Machhapuchhre Bank Limited,261,263.9,255.3,255.86,136733,35370878.5,257.62,295,208.6,2025-08-11T14:59:47.617402,255.4,383,258.68,29734.4
9,2025-08-11,141,LSL,Laxmi Sunrise Bank Limited,241.4,241.4,235.5,236.27,162799,38515743.5,236.74,300,201,2025-08-11T14:59:45.207922,235.5,252,236.58,57523.5
10,2025-08-11,142,KBL,Kumari Bank Limited,218,219.9,210.1,211.39,352633,75660945.9,216.09,272.9,192.1,2025-08-11T14:59:50.016061,211,1182,214.56,55438.85
11,2025-08-11,145,SBL,Siddhartha Bank Limited,379,383,376,380.32,259072,98085152.8,371.58,408,261,2025-08-11T14:59:59.28856,379,507,378.6,53587.01
12,2025-08-11,147,SHL,Soaltee Hotel Limited,561,569.5,549.8,556.71,79745,44634434.6,565.31,636.5,455,2025-08-11T14:59:48.739325,555,333,559.71,56888.12
13,2025-08-11,148,TRH,Taragaon Regency Hotel Limited,946,964.9,944.9,950.55,6160,5849580.4,946.35,1538,898,2025-08-11T14:58:47.832882,947,61,949.6,18650.93
