Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2025-08-17,131,NABIL,Nabil Bank Limited,525,528,519,521.21,63880,33327526.4,523.82,682,474.1,2025-08-17T14:59:52.064999,521.1,514,521.72,141023.78
2,2025-08-17,134,HBL,Himalayan Bank Limited,214.4,218,213,213.44,57487,12320022.5,216.11,312.1,210,2025-08-17T14:59:59.599667,213.4,344,214.3,46223.88
3,2025-08-17,137,EBL,Everest Bank Limited,722,725,710.4,719.87,108739,78129292,715.69,790,567,2025-08-17T14:59:48.995892,720.9,435,718.5,93184.97
4,2025-08-17,139,NICA,NIC Asia Bank Ltd.,358.4,358.4,340,348.64,256794,90033152.6,365.66,564,333,2025-08-17T14:59:54.499994,349.5,1381,350.6,52008.61
5,2025-08-17,140,MBL,Machhapuchhre Bank Limited,254,254,245.3,248.87,99806,24908011.3,251.77,295,208.6,2025-08-17T14:59:45.327638,248.8,272,249.56,28922.07
6,2025-08-17,147,SHL,Soaltee Hotel Limited,561,568,550.1,562.09,42265,23783320.5,560.85,619,455,2025-08-17T14:59:34.200413,561.3,153,562.71,57437.88
7,2025-08-17,148,TRH,Taragaon Regency Hotel Limited,936,952,936,940.58,5159,4869266,942.66,1538,898,2025-08-17T14:59:58.704736,936,52,943.83,18455.31
8,2025-08-17,149,OHL,Oriental Hotels Limited,852.2,865,852.2,855.89,10494,9010282.2,869.55,1164.9,838.9,2025-08-17T14:57:06.177541,854,107,858.61,10137.97
9,2025-08-17,152,NHPC,National Hydro Power Company Limited,214,215,208,208.48,93318,19587504.6,211.9,279,195.2,2025-08-17T14:59:53.107917,208,344,209.9,5142.03
10,2025-08-17,153,BPCL,Butwal Power Company Limited,849,865.9,817,819.6,186015,154189685,832.57,1065,375.1,2025-08-17T14:59:55.685071,818.9,670,828.9,27940.69
11,2025-08-17,154,CHCL,Chilime Hydropower Company Limited,524.1,529,515.1,515.83,50050,26012447.5,523.31,670,469.7,2025-08-17T14:59:43.82387,516,353,519.72,45302.24
12,2025-08-17,155,STC,Salt Trading Corporation,5170,5170,5100,5125.24,748,3825993,5161.07,7000,4905.1,2025-08-17T14:59:49.561448,5125,36,5114.96,16437.52
13,2025-08-17,156,BBC,Bishal Bazar Company Limited,5395,5518,5330,5339.43,1146,6149213.5,5432.5,7247,4010,2025-08-17T14:59:45.677489,5342,68,5365.8,214111.14
14,2025-08-17,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,778,790,771,777.63,32135,25097378.5,765.82,886,650,2025-08-17T14:59:51.65744,779.7,221,780.99,20312.32
15,2025-08-17,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,1060,1060,1025.1,1030.11,40597,42262811,1045.74,1155,821.5,2025-08-17T14:59:48.577047,1029,369,1041.03,33121.6
16,2025-08-17,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,920,920,901,906.14,15120,13741229.7,911.18,1099,759,2025-08-17T14:58:53.906535,910,122,908.81,16929.29
