Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2025-11-11,134,HBL,Himalayan Bank Limited,190.1,193.4,190.1,193.4,36302,6953014,193,266,184,2025-11-11T14:59:58.459147,193.4,1505,191.53,43672.94
2,2025-11-11,135,SBI,Nepal SBI Bank Limited,389.3,395,389.2,395,16323,6381228.2,390,492.3,363,2025-11-11T14:59:55.555958,395,67,390.93,43051.67
3,2025-11-11,137,EBL,Everest Bank Limited,638,639,631,633.3,20058,12731658.6,633,780.6,570,2025-11-11T14:59:44.633145,633.3,128,634.74,86897.47
4,2025-11-11,139,NICA,NIC Asia Bank Ltd.,319,319,311.5,312.2,42493,13305285.5,315.9,464.1,308.7,2025-11-11T14:59:45.88043,312.2,230,313.11,46572.64
5,2025-11-11,142,KBL,Kumari Bank Limited,183,184,180,183.1,106031,19262382.4,181.5,238.6,175.5,2025-11-11T14:59:55.462501,183.1,341,181.66,48019.55
6,2025-11-11,145,SBL,Siddhartha Bank Limited,330.2,335,327.2,335,92679,30583500,332,408,261,2025-11-11T14:59:31.542733,335,107,329.99,49561.51
7,2025-11-11,147,SHL,Soaltee Hotel Limited,545,554.4,531,548.8,83496,46064503.5,543.6,619,455,2025-11-11T14:59:30.567431,548.8,99,551.69,56079.82
8,2025-11-11,154,CHCL,Chilime Hydropower Company Limited,480.2,494,480.2,488,10301,5001767.8,484.9,610,456,2025-11-11T14:59:59.015962,488,110,485.56,42858.1
9,2025-11-11,156,BBC,Bishal Bazar Company Limited,4998,4998,4800,4981,341,1658610,4950,7247,4127.5,2025-11-11T14:26:05.079602,4981,17,4863.95,199738.1
10,2025-11-11,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,735,740,728.1,731.1,4583,3365304.5,739,854.4,650,2025-11-11T14:58:59.68556,731.1,36,734.3,19096.92
11,2025-11-11,171,SANIMA,Sanima Bank Limited,310,310,302.5,305,62362,18958567.9,304.4,391,285,2025-11-11T14:59:44.422502,305,240,304,41423.65
